student-id,dosage,pre-test,post-test
439612,0.8,62,22
549226,0.56,36,89
209433,0.57,9,53
392792,0.56,59,13
204731,0.83,71,34
955896,0.31,95,5
230131,0.83,74,76
597555,0.47,79,46
590354,0.93,1,84
704315,0.72,1,77
430039,0.16,96,81
609878,0.4,54,28
321093,0.11,48,46
203254,0.9,5,70
560114,0.25,73,89
610055,0.92,13,100
102655,0.36,97,32
710681,0.09,27,3
171807,0,78,33
578505,0.73,32,74
250081,0.95,45,76
561758,0.7,24,47
557712,0.33,47,57
962820,0.35,9,72
398869,0.7,42,68
324797,0.95,59,32
807355,0.07,76,29
841100,0.59,71,68
728104,0.92,63,40
863323,0.62,29,75
437650,0.74,20,41
353369,0.58,93,81
830297,0.48,3,89
379795,0.49,90,53
492561,0.43,43,3
573042,0.35,24,12
132461,0.4,39,39
116619,0.47,14,83
417652,0.6,78,100
866184,0.67,27,69
676452,0.1,61,86
863191,0.11,90,32
902506,0.03,41,53
436924,0.66,100,34
850773,0.05,77,58
303856,0.21,52,76
925698,0.11,19,76
537993,0.3,26,47
610640,0.05,86,72
618633,0.86,20,69
503271,0.84,95,85
393592,0.28,35,95
371773,0.1,75,64
244382,0.3,99,77
863603,0.75,86,46
284481,0.49,99,47
524573,0.27,19,69
512012,0.73,41,0
498193,0.58,30,7
222629,0,27,67
576842,1,93,75
345888,0.42,77,83
819633,0.83,99,93
371245,0.8,100,7
197014,0.05,3,80
845837,1,82,11
850864,0.81,39,87
999515,0.08,54,48
113481,0.89,91,11
868583,0.78,60,27
614699,0.19,27,50
104111,0.18,10,23
726973,0.27,87,86
889607,0.54,0,63
177791,0.27,44,62
386966,0.2,13,29
962484,0.22,48,5
675773,0.71,20,21
540580,0.72,8,70
750283,0.4,92,35
235997,0.48,56,18
196676,0.18,79,91
403166,0.41,70,8
305944,0.59,26,37
988677,0.16,41,61
345551,0.84,75,82
279401,0.05,32,55
768056,0.14,44,77
326108,0.01,82,56
380997,0.88,4,12
551346,0.77,51,12
417192,0.71,62,36
267628,0.96,93,89
531908,0.34,81,11
360723,0.15,30,86
142966,0.54,86,36
675010,0.82,87,78
817950,0.17,63,4
297567,0.13,93,74
590693,0.83,94,61
941198,0.95,47,29
313924,0.9,6,80
775293,0.96,11,98
897358,0.19,75,55
647127,0.02,70,99
542602,0.7,81,40
705243,0.85,35,49
630580,0.06,52,86
541990,0.44,96,3
928247,0.15,50,79
867432,0.46,96,81
398197,0.63,32,26
286496,0.25,97,47
704597,0.16,83,22
952825,0.49,38,73
975377,0.76,36,31
723161,0.66,41,0
639728,0.15,61,89
364182,0.54,6,19
603690,0.85,80,3
529247,0,1,98
241639,0.98,16,54
201688,0.98,77,62
637192,0.81,2,31
864669,0.14,72,5
513853,0.18,15,16
667866,0.78,11,65
566688,0.51,90,5
497019,0.68,57,31
958216,0.85,49,48
159464,0.16,32,97
678981,0.15,29,83
909803,0.16,56,27
750462,0.25,76,44
529582,0.64,41,88
281125,0.31,11,44
732159,0.65,91,11
649341,0.7,3,47
565337,0.66,67,0
237758,0.69,65,26
856432,0.23,4,16
884231,0.16,81,52
313375,0.08,41,92
243224,0.81,88,42
295446,0.23,98,43
443603,0.35,14,73
190471,0.34,7,37
738099,0.44,96,9
481502,0.16,10,61
568336,0.85,0,31
595032,0.22,100,88
241498,0.66,78,74
940980,0.62,26,33
388754,0.54,51,36
287585,0.34,90,50
945332,0.09,74,64
223957,0.91,67,90
401515,0.99,70,22
839312,0.03,20,13
421728,0.87,35,10
211663,0.9,79,63
989706,0.36,91,90
782076,0.46,98,49
562162,0.17,20,26
580767,0.64,86,90
403850,0.49,31,30
538951,0.53,80,80
414749,0.76,12,20
727737,0.79,54,47
466515,0.98,6,2
424439,0.06,67,56
584011,0.36,84,51
852155,0.98,63,23
966304,0.1,7,65
161732,0.09,51,41
122286,0.83,42,81
797122,0.13,50,28
567163,0.83,45,22
251634,0.79,54,7
925230,0,3,76
155046,0.04,40,46
208000,0.82,56,48
109895,0.14,74,63
311578,0.84,53,10
550475,0.27,94,61
277334,0.67,14,30
379691,0.05,62,84
385279,0.97,29,36
616916,0.28,72,4
270614,0.93,99,19
974211,0.17,8,20
903991,0.06,59,56
609562,0.18,91,38
742069,0.15,48,22
607298,0.71,43,49
358518,0.09,1,78
444059,0.28,73,92
110467,0.6,37,69
704756,0.9,96,0
426491,0.7,94,80
163520,0.73,17,56
795895,0.96,11,93
910218,0.83,90,35
484683,0.41,75,15
508899,0.27,96,74
404180,0.55,18,46
568078,0.35,21,10
686779,0.06,20,86
352972,0.67,85,39
166042,0.81,78,57
822782,0.02,47,57
105088,0.32,9,3
276810,0.8,70,27
566866,0.5,79,39
174594,0.76,19,71
927181,0.8,73,66
610437,0.23,51,5
403188,0.54,27,35
277648,0.72,14,49
992775,0.23,5,71
132533,0.82,80,9
562822,0.91,72,40
496250,0.12,88,79
925127,0.9,96,34
228368,0.86,16,61
591195,0.08,33,77
891611,0.79,7,57
365666,0.59,14,83
283447,0.59,69,44
432614,0.9,23,13
164367,0.36,90,59
412608,0.29,11,77
710953,0.83,63,92
679998,0.26,70,21
113563,0.86,35,21
651075,0.78,93,15
765328,0.24,78,88
973750,0.24,31,93
793480,0.9,30,98
652837,0.41,72,24
961659,0.72,98,4
397228,0.18,49,54
934974,0.51,90,4
807810,0.78,93,69
786889,0.86,77,85
986420,0.6,81,47
755479,0.24,86,59
455935,0.91,27,48
184495,0.54,53,17
706088,0.63,23,43
698574,0.79,73,19
534990,0.13,41,11
101208,0.31,76,35
142441,0.33,19,40
537422,0.44,6,83
851451,0.54,1,27
986841,0.69,53,87
362190,0.67,35,89
158710,0.08,58,91
274088,0.82,21,20
443549,0.77,58,77
508284,0.03,5,82
846862,0.46,2,57
139906,0.7,91,100
532910,0.32,14,7
172921,0.9,19,12
708738,0.5,87,26
638677,0.16,50,5
137959,0.17,61,9
303841,0.95,19,58
387959,0.99,41,48
130934,0.13,87,9
156783,0.92,87,61
830634,0.45,87,16
918038,0.88,31,76
508804,0.5,39,32
367121,0.86,90,67
401492,0.27,92,46
967718,0.4,44,61
530525,0.73,16,67
668858,0.38,61,1
482807,0.22,99,97
362671,0.88,19,53
534282,0.61,9,9
919675,0.78,78,45
541272,0.95,84,84
663530,0.64,81,30
218480,0.72,85,98
837263,0.51,71,21
471698,0.84,55,11
676499,0.44,81,51
674246,0.25,30,59
293212,0.23,35,32
704937,0.8,69,65
183944,0.79,84,30
839551,0.39,68,3
971967,0.54,90,10
310716,0.78,91,89
897069,0.4,28,16
878325,0.74,14,71
251945,0.23,6,58
776804,0.25,45,18
789681,0.3,98,24
384362,0.31,41,59
226444,0.84,97,63
599546,0.07,58,35
562336,0.21,19,81
576032,0.34,67,83
102820,0.75,88,83
435878,0.65,15,99
187047,0.26,15,92
181390,0.81,79,93
419645,0.79,46,74
836294,0.5,16,41
858087,0.78,25,29
593939,0.83,75,20
260857,0.3,95,64
703708,0.97,3,27
991677,0.12,100,73
815588,0.25,79,85
360933,0.04,84,73
799188,0.19,93,33
655209,0.89,51,20
382843,0.25,43,82
744796,0.31,50,92
804791,0.06,66,88
594367,0.08,13,28
143046,0.24,24,53
610281,0.88,44,96
689887,0.93,38,56
413112,0.54,90,28
891151,0.43,1,31
178775,0.12,45,4
550693,0.83,26,83
736954,0.84,40,26
909186,0.09,69,11
240894,0.05,45,51
731342,0.64,77,55
688789,0.46,73,78
298241,0.05,7,72
733943,0.5,26,22
242271,0.51,42,48
764786,0.64,32,37
979919,0.88,46,34
634864,0.12,17,13
393817,0.73,43,75
279737,0.92,85,64
234537,0.81,93,3
203393,0.47,85,7
261241,0.89,20,7
864155,1,50,17
342843,0.1,40,31
147894,0.38,92,17
600969,0.5,34,57
742253,0.06,22,66
965689,0.35,94,57
407619,0.15,55,6
248885,0.89,12,92
944700,0.34,50,49
843582,0.72,92,63
591339,0.72,51,84
779345,0.31,26,67
769526,0.21,21,89
187697,0.63,70,69
965710,0.24,83,76
248786,0.21,30,60
285858,0.54,82,2
484406,0.62,58,92
115226,0.34,33,74
887199,0.57,66,92
547785,0.63,55,31
494518,0.26,7,33
541299,0.03,88,61
512635,0.53,63,49
588411,0.12,91,86
419529,0.54,96,38
593624,0.88,63,40
818267,0.22,73,25
295544,0.42,58,47
929392,0.54,79,35
733109,0.11,33,3
392718,0.18,86,68
977568,0.42,61,48
511431,0.39,78,80
594886,0.58,58,6
940500,0.12,54,89
782964,0.24,75,55
468744,0.82,55,100
932960,0.96,24,18
706823,0.82,44,95
141092,0.38,45,93
441865,0.17,67,66
121631,0.35,76,35
586797,0.89,84,78
370569,0.54,44,92
961361,0.87,52,31
685935,0.66,13,40
172010,0.56,4,78
275953,0.83,88,46
139139,0.88,99,80
980115,0.41,64,60
737296,0.37,22,70
726034,0.07,17,31
390010,0.17,39,46
995223,0.41,16,43
231819,0.08,82,2
153117,0.67,41,6
231492,0.05,18,75
264225,0.63,78,30
202259,0.86,14,64
959097,0.6,47,21
579832,0.29,67,42
413322,0.44,35,52
359230,0.25,100,15
187410,0.48,72,82
928090,0.88,1,66
970780,0.61,49,22
405070,0.83,62,21
667750,0.73,84,34
914666,0.31,6,25
263470,0.83,91,47
220953,0.74,53,32
595336,0.81,13,33
982416,0.78,49,66
153744,0.61,5,3
468929,0.77,83,95
254382,0.35,11,71
441662,0.54,34,71
420726,0.28,15,47
508141,0.12,21,72
797352,0.12,44,41
326317,0.63,96,73
668779,0.5,85,70
122732,0.91,12,48
234980,0,65,65
821475,0,54,77
135668,0.74,16,82
112078,0.73,34,60
526441,0.98,84,15
853191,0.76,73,15
136014,0.08,87,25
276113,0.99,82,31
908102,0.45,70,55
106252,0.57,100,37
290889,0.58,64,36
435748,0.63,34,0
903028,0.59,84,73
666204,0.76,74,17
137185,0.51,65,8
742243,0.01,61,28
806980,0.58,79,52
888681,0.18,62,77
617585,0.21,97,46
310524,0.1,45,98
383767,0.1,75,39
344147,0.26,60,51
483905,0.31,55,60
645330,0.72,23,5
569018,0.54,97,75
759511,0.59,94,24
423287,0.39,13,14
374399,0.6,49,26
184008,0.7,61,37
809478,0.77,30,35
799536,0.53,18,7
112748,0.74,3,67
764204,0.75,30,37
712517,0.92,78,71
833324,0.6,4,94
569376,0.86,6,22
205639,0.13,46,39
843977,0.81,24,60
346795,0.06,38,35
315154,0.15,34,29
160802,0.4,84,47
507960,0.88,88,64
693994,0.76,62,12
209487,0.03,84,49
723895,0.34,54,63
603516,0.35,64,38
850325,0.34,61,13
659472,0.27,84,20
177492,0.78,50,86
719772,0.3,94,20
777670,0.13,71,9
499522,0.38,3,94
532648,0.22,63,70
220544,0.17,38,72
718608,0.16,50,25
880688,0.61,84,7
863653,0.64,78,19
252718,0.98,37,5
174525,0.35,22,59
932690,0.9,1,1
319675,0.02,28,25
446994,0.99,58,75
196921,0.4,76,35
867384,0.08,37,21
905107,0.06,50,13
275461,0.17,31,63
889501,0.41,92,35
841975,0.17,75,22
419014,0.93,44,38
134814,0.86,60,57
186660,0.09,92,15
196304,0.9,100,97
461083,0.95,98,23
334474,0.3,5,71
612681,0.89,5,48
385551,0.46,89,19
358090,0.14,66,92
886309,0.06,9,37
221267,0.4,69,19
538314,0.54,14,39
205985,0.91,29,15
816644,0.34,74,85
558202,0.52,46,21
102274,0.07,76,62
244693,0.07,19,65
463543,0.21,85,39
670858,0.43,39,57
726036,0.53,68,89
928030,0.26,43,35
887790,0.36,52,28
534456,0.29,48,23
716611,0.15,67,94
223620,0.01,90,38
921656,0.21,69,59
153257,0.78,15,38
573311,0.35,91,90
492953,0.65,5,94
521297,0.95,94,11
522699,0.27,49,65
628707,0.19,8,21
661745,0.16,53,28
942274,0.28,8,30
527292,0.95,8,53
588445,0,66,6
259736,0.95,26,24
218424,0.86,40,31
954980,0.58,88,64
788702,0.71,26,78
671798,0.48,11,71
836958,0.63,71,13
620464,0.22,36,55
526760,0.27,60,32
171775,0.16,80,60
252272,0.39,63,1
390161,0.66,20,71
855803,0.78,40,80
275584,0.97,64,38
933467,0.25,49,53
209946,0.3,69,66
986250,0.29,52,51
622212,0.98,66,11
410317,0.54,14,15
780669,0.52,6,81
629721,0.37,63,13
407332,0.81,41,53
746804,0.65,72,53
373526,0.45,96,59
250486,0.48,72,47
492967,0.95,50,10
624236,0.23,53,38
448673,0.8,33,57
807520,0.26,21,58
239468,1,42,54
753852,0.72,20,54
169948,0.99,7,55
885572,0.05,44,44
984435,0.38,20,12
437580,0.63,11,83
202743,0.42,20,100
574207,0.36,43,38
934913,0.32,40,15
340189,0.68,91,31
939895,0.46,91,13
737430,0.71,92,51
747889,0.91,33,77
533546,0.33,40,95
835381,0.98,78,88
931198,0.9,31,86
518647,0.33,65,74
182050,0.43,32,37
797669,0.12,91,97
106143,0.94,54,38
958537,0.89,24,78
177056,0.94,56,90
196128,0.49,62,39
935948,0.55,61,20
384212,0.57,73,98
759511,0.31,21,54
515404,0.22,22,86
779445,0.2,98,89
708892,0.61,23,75
709276,0.45,13,8
359190,1,50,20
202761,0.41,0,0
100781,0.85,1,22
601741,0.36,100,82
107818,0.07,75,6
749582,0.5,19,87
969519,0.32,86,60
971074,0.04,1,11
483646,0.98,22,69
367440,0.01,47,10
360123,0.68,45,57
148655,0.74,19,87
535297,0.72,58,82
649663,0.25,78,32
212643,0.68,54,19
193852,0.65,20,1
477894,0.21,6,99
299885,0.88,74,60
430633,0.95,15,83
128194,0.45,79,34
206535,0.52,27,7
390069,0.62,75,94
195958,0.42,28,82
770591,0.37,77,12
727876,0.38,39,93
366234,0.87,45,13
613526,0.69,62,12
953351,0.42,27,67
638339,0.81,45,20
315851,0.46,18,67
715784,0.25,39,49
221806,0.87,39,94
590527,0.47,74,20
357245,0.32,11,82
426211,0.48,84,7
744169,0.42,49,80
838248,0.07,8,13
142019,0.5,40,56
850660,0.31,67,22
657474,0.06,79,64
589414,0.94,32,57
646718,0.98,8,52
481309,0.33,11,69
801262,0.83,55,42
571963,0.66,13,78
732881,0.15,59,85
800869,0.69,4,54
563395,0.77,44,34
958370,0.78,77,64
898574,0.93,56,56
692872,0.79,67,96
324283,0.1,92,2
437054,0.77,59,49
417384,0.19,21,96
223163,0.63,48,83
159514,0.7,47,20
343742,0.68,16,53
808629,0.85,81,35
215608,0.19,20,91
327541,0.31,61,25
933942,0.82,83,5
514053,0.57,28,64
610317,0,11,52
806469,0.12,42,1
936472,0.76,85,38
832302,0.4,14,25
298503,0.17,11,71
161087,0.59,86,27
117817,0.3,70,31
872006,0.47,23,26
467514,0.18,54,61
238390,0.73,83,16
421828,0.82,47,22
133090,0.97,19,33
758417,0.7,20,21
316350,0.61,31,70
288343,0.11,97,80
569673,0.85,19,63
885378,0.72,91,4
992449,0.76,32,56
167725,0.06,42,5
933993,0.71,28,31
702259,0.52,77,45
727111,0.87,93,72
368003,0.42,56,64
555188,0.72,33,12
493981,0.89,28,45
713851,0.17,55,0
599890,0.59,96,44
624291,0.03,30,0
804282,0.68,76,66
744804,0.62,58,51
550642,0.35,66,10
168028,0.22,43,53
433809,0.45,23,72
861072,0.32,79,97
281079,0.97,12,36
120073,0.35,56,81
236779,0.11,45,92
945703,0.15,83,57
473230,0.15,77,36
501128,0.49,32,15
518593,0.6,8,100
263073,0.69,51,78
100510,0.79,13,74
416257,0.76,83,77
155526,0.27,12,17
498162,0.31,40,7
253828,0.71,9,31
641426,0.72,45,92
279289,0.49,69,62
341019,0.78,9,8
941998,0.13,97,86
538487,0.9,48,51
859100,0.56,60,98
229532,0.47,57,79
293773,0.69,58,13
604867,0.56,64,10
376257,0.59,95,0
181309,0.07,38,57
172771,0.32,64,52
797224,0.45,28,32
327994,0.75,65,44
113020,0.87,50,40
584470,0.21,40,55
581321,0.29,5,13
329982,0.46,19,86
743445,0.68,2,27
883670,0.58,89,99
587118,0.02,43,0
204866,0.55,69,27
345829,0.32,28,31
356771,0.34,44,75
679806,0.33,83,72
666513,0.82,3,86
960178,0.95,45,72
516744,0.08,67,41
149945,0.75,62,98
218043,0.34,42,32
443915,0.72,91,12
944924,0.14,7,71
313594,0.77,40,36
808692,0.93,91,92
359521,0.68,80,70
693441,0.03,68,47
706634,0.47,6,13
483460,0.02,32,72
672658,0.56,47,71
608434,0.51,53,82
309548,0.77,85,29
796285,0.39,52,39
761524,0.79,37,6
912383,0.6,0,84
896716,0.98,76,75
354456,0.06,93,62
636661,0.85,97,94
552881,0.19,6,32
337930,0.75,18,69
715748,0.61,54,94
467368,0.6,18,45
816567,0.26,42,87
654600,0.84,41,66
637299,0.87,92,49
391576,0.84,93,96
596413,0.28,15,60
512993,0.14,37,47
551401,0.52,72,69
298723,0.55,37,39
459047,0.72,0,65
299787,0.76,36,91
827044,0.45,17,52
531205,0.03,45,10
764070,0.2,60,9
758895,0.98,55,29
767077,0.4,9,16
212465,0.47,78,28
824152,0.83,86,21
812109,0.4,78,81
361559,0.46,6,71
534502,0.07,43,86
989150,0.19,31,4
239521,0.49,30,16
961164,0.3,35,61
621880,0.41,45,13
698599,0.86,86,15
672238,0.1,14,70
396499,0.31,32,10
579195,0.63,68,82
509891,0.6,39,58
448560,0.3,4,79
439192,0.23,89,82
179458,0.96,8,55
466858,0.15,16,33
787193,0.16,99,85
869389,0.23,70,17
283471,0.61,7,29
313377,0.01,60,84
489560,0.26,96,71
170919,0.59,37,48
224901,0.57,45,39
551199,0.12,74,35
389665,0.7,8,37
842677,0.33,33,19
676199,0.7,93,87
504315,0.42,32,85
233848,0.57,60,92
899329,0.59,84,87
187766,0.81,61,49
307212,0.43,66,95
563207,0.49,69,40
673201,0.03,16,21
522728,0.22,37,18
897886,0.53,75,57
599045,0.65,89,73
806276,0.79,22,67
374933,0.8,48,82
824444,0.36,48,52
389977,0.04,62,37
663409,0.93,84,25
618628,0.59,9,67
562563,0.57,76,76
131258,0.99,24,44
605597,0.22,6,90
860479,0.3,82,58
108924,0.7,80,8
620612,0.7,25,52
692552,0.68,10,54
694213,0.4,6,79
773981,0.78,2,92
979281,0.04,42,35
654775,0.31,29,10
320744,0.95,23,15
438072,0.74,35,65
419967,0.69,24,3
385409,0.09,71,25
758545,0.14,62,76
950731,0.36,90,42
982135,0.52,20,63
832804,0.58,94,26
542125,0.26,22,14
222776,0.17,96,33
198740,0.47,8,84
437988,0.78,63,1
472522,0.31,33,97
482016,0.82,20,50
628576,0.05,1,16
692816,0.29,94,18
202990,0.94,1,0
190238,0.48,77,73
479093,0.14,87,85
514633,0.63,41,28
889618,0.43,36,35
258580,0.28,75,55
420658,0.88,4,31
124259,0.67,96,28
400529,0.48,38,69
255170,0.55,72,5
402709,0.39,3,50
888877,0.66,59,12
427268,0.4,93,65
689276,0.11,22,80
185117,0.09,63,9
319376,0.42,67,1
538127,0.69,85,36
801932,0.69,75,96
818493,0.54,79,33
691894,0.47,77,55
627298,0.14,84,86
590791,0.24,83,70
770153,0.39,45,81
521664,0.19,63,54
568833,0.04,57,81
710066,0.34,67,40
186060,0.77,53,46
970589,0.23,60,26
418839,0.27,66,63
353022,0.06,74,12
915601,0.29,68,89
841116,0.71,16,60
927589,0.06,29,49
319457,0.11,20,100
451149,0.35,17,31
578602,0.55,47,13
398132,0.09,14,15
348104,0.46,46,97
375744,0.04,79,11
710166,0.92,21,65
605529,0.51,37,10
207854,0.21,77,59
618291,0.97,75,73
442299,0.66,45,68
115899,0.05,83,80
492028,0.14,84,4
935021,1,4,88
840343,0.37,42,68
523261,0.05,24,6
308241,0.91,17,37
653437,0.4,89,73
898240,0.24,34,75
636265,0.91,69,6
680050,0.23,75,71
262203,0.13,66,32
510157,0.54,68,4
722630,0.92,6,93
637067,0.26,50,40
602025,0.74,1,76
157794,0.34,44,35
346367,0.5,51,75
517795,0.11,10,85
371630,0.04,88,87
686291,0.22,4,42
676127,0.93,37,66
519748,0.11,59,76
991008,0.71,93,6
777524,0.13,48,47
687696,0.98,3,37
316710,0.08,71,17
484751,0.56,10,9
630431,0.68,64,40
984446,0.37,83,87
738604,0.62,88,11
986461,0.58,60,91
141295,0.95,100,49
123563,0.77,1,67
868243,0.75,81,26
742092,0.04,77,52
802249,0.95,94,6
994367,0.79,32,66
469610,0.17,64,49
435703,0.55,28,66
214551,0.91,91,26
339186,0.27,38,70
375590,0.29,44,21
180856,0.8,5,17
369025,0.1,0,59
312065,0.5,29,84
968313,0.74,57,13
737433,0.07,0,23
109206,0.72,80,22
706850,0.1,37,0
504915,0.45,95,30
970667,0.98,94,58
718224,0.89,73,10
286282,0.59,6,52
410731,0.99,14,48
508803,0.77,41,33
162470,0.46,40,48
188718,0.21,7,17
435350,0.32,88,24
921676,0.53,19,19
609432,0.97,64,50
223608,0.8,95,6
501908,0.28,40,30
902350,0.77,98,24
911919,0.39,31,23
241715,0.98,92,63
688602,0.07,55,18
321686,0.77,44,39
820827,0.18,79,6
389684,0.85,85,86
508744,0.59,47,64
818930,0.24,72,55
421180,0.87,96,85
862450,0.91,57,69
234697,0.16,1,68
347066,0.94,82,4
937499,0.82,44,79
133741,0.15,32,2
271088,0.02,46,63
889596,0.26,47,92
304036,0.45,75,69
621834,0.01,18,12
222914,0.08,24,85
175992,0.68,84,41
388619,0.84,27,43
321819,0.32,97,70
783071,0.2,62,55
892999,0.76,16,49
288827,0.49,65,94
783617,0.98,8,15
149830,0.99,81,13
367072,0.01,24,10
136803,0.63,84,69
820866,0.58,39,54
808281,0.46,20,51
984931,0.85,76,33
934553,0.64,18,3
886797,0.82,40,27
114508,0.1,43,42
822121,0.08,0,62
236824,0.06,88,99
395107,0.8,94,12
145240,0.29,31,50
649454,0.97,70,2
836572,0.13,89,61
335724,0.79,55,45
781949,0.19,43,65
742415,0.13,86,25
793699,0.88,43,7
117527,0.05,49,0
985794,0.74,43,19
253700,0.8,83,6
782597,0.18,62,67
953589,0.49,87,56
393846,0.16,25,53
671718,0.36,40,93
882318,0.37,74,74
543050,0.67,64,86
611462,0.58,68,45
442552,0.98,12,47
743164,0.99,71,82
507497,0.36,97,97
813464,0.96,17,99
305689,0.67,25,58
566264,0.5,92,55
357276,0.34,10,92
548838,0.54,92,69
940694,0.18,100,9
789679,0.35,43,32
904323,0.53,89,81
432999,0.41,19,98
179250,0.4,57,7
646667,0.43,25,72
626086,0.96,15,61
125621,0.16,46,13
915974,0.34,71,82
401053,0.87,50,35
345789,0.17,6,20
388308,0.1,82,14
842883,0.38,99,54
930010,0.62,4,51
214801,0.21,95,30
567807,0.11,53,17
168410,0.35,54,33
407925,0.83,76,78
892174,0.56,18,32
294517,0.39,14,75
427011,0.64,12,34
364255,0.94,58,19
766091,0.42,54,49
750432,0.98,97,37
219791,0.21,92,36
152940,0.64,13,14
968653,0.97,0,52
251989,0.56,97,57
316183,0.02,2,90
174742,0.08,61,68
279511,0.94,5,12
402414,0.66,41,80
959495,0.52,46,16
228749,0.46,87,9
509185,0.88,93,58
768570,0.25,19,79
154792,0.31,81,1
810823,0.83,86,32
995269,0.46,27,9
244566,0.83,93,79
200326,0.47,30,17
536314,0.22,38,44
529809,0.61,51,27
639940,0.93,66,59
923089,0.79,48,4
716812,0.09,18,11
244780,0.12,43,54
663779,0.64,80,60
681496,0.7,80,2
869074,0.88,61,13
463913,0.3,78,29
308545,0.18,56,81
383030,0.76,99,25
665187,0.48,47,41
381423,0.71,96,11
203233,0.56,30,92
211528,0.81,27,0
812983,0.24,79,41
628447,0.93,28,7
755235,0.09,16,60
488159,0.54,69,52
301659,0.35,54,0
681716,0.87,52,54
123681,0.96,92,18
102088,0.14,89,5
722998,0.96,9,42
487697,0.49,10,64
187608,0.84,27,69
683828,0.31,51,90
667172,0.81,92,65
660827,0.03,100,62
701093,0.17,41,12
386511,0.83,14,31
986105,0.07,3,71
158417,0.93,24,30
486072,0.83,10,97
621936,0.77,79,52
442497,0.86,18,4
263658,0.32,27,12
164932,0.93,54,63
379583,0.83,0,78
106246,0.67,6,16
175990,0.1,46,20
453574,0.53,39,41
810600,0.5,86,29
201444,0.1,39,33
306673,0.47,53,62
696338,0.86,17,94
576745,0.36,6,44
747639,0.74,66,52
742340,0.56,7,22
503666,0.38,85,17
976088,0.2,13,4
648167,0.59,58,64
392065,0.13,91,38
333636,0.27,37,85
351212,0.73,18,89
802302,0.03,34,19
307607,0.84,72,14
934679,0.06,62,100
980888,0.27,63,12
892307,0.44,66,34
262634,0.62,39,60
134027,0.27,17,97
444349,0.14,45,77
928909,0.55,5,45
868122,0.91,37,13
972082,0.15,86,93
652429,0.13,39,93
898286,0.62,91,74
242956,0.14,19,24
991058,0.57,60,19
164922,0.01,98,4
411470,0.01,10,4
576059,0.13,19,91
230554,0.28,4,51
487067,0.16,82,91
968298,0.99,84,36
775651,0.68,52,90
135781,0.28,30,47
684980,0.27,68,19
243355,0.51,64,70
843200,0.04,35,62
605906,0.9,80,34
463234,0.58,45,58
184701,0.33,13,39
255663,0.76,25,45
869295,0.64,91,94
588103,0.8,1,32
217001,0.09,21,56
419845,0.91,33,22
159985,0.13,8,8
731603,0.45,32,19
749173,0.22,70,51
730693,0.68,82,74
225984,0.3,72,76
280081,0.59,20,72
902762,1,50,61
381299,0.7,33,64
885041,0.43,45,11
779913,0.76,23,51
376768,0.98,59,53
392495,0.84,16,97
197053,0.51,20,94
343612,0.59,26,88
528736,0.47,39,25
654097,0.58,2,94
436895,0.45,9,2
413872,0.73,23,16
954382,0.77,66,9
587178,0.42,100,54
100260,0.12,53,85
118882,0.92,81,73
657232,0.44,32,69
535779,0.93,21,76
132048,0.43,97,33
910296,0.08,76,25
279692,0.79,17,45
975175,0.96,41,7
250658,0.95,1,55
203994,0.52,3,68
977129,0.72,13,91
537369,0.48,29,61
215090,0.98,16,47
767551,0,92,100
952706,0.62,76,59
954236,0.01,15,77
643941,0.53,49,88
863557,0.41,8,46
239915,0.47,0,61
392126,0.08,86,56
362458,0.05,18,93
180470,0.56,10,27
440719,0.33,62,17
632898,0.96,89,10
464841,0,66,64
245357,0.83,12,48
498677,0.2,94,91
224971,0.47,4,94
809692,0.71,93,52
476084,0.17,28,8
308907,0.38,29,63
620727,0.65,22,8
579544,0.26,21,50
251025,0.79,20,81
836018,0.02,10,53
155288,0.65,88,6
789811,0.69,70,27
985316,0.71,81,2
418748,0.4,36,90
413882,0.45,4,79
401613,0.62,32,93
803052,0.71,19,27
640098,0.24,30,14
280870,0.56,62,17
443612,0.75,79,11
898560,0.69,62,17
411885,0.06,77,34
936197,0.8,56,4
431767,0.88,33,38
579462,0.95,64,22
582366,0.9,82,31
539884,0.06,82,81
253733,0.12,72,49
341350,0.67,26,31
607814,0.21,3,59
735651,0.62,70,37
764765,0.32,39,42
838302,0.48,49,61
146513,0.44,74,10
504975,0.63,94,79
900239,0.8,25,87
194917,0.41,16,77
111339,0.4,45,6
139360,0.58,34,23
577075,0.07,42,55
489139,0.43,51,35
117300,0.99,48,62
760439,0.55,99,97
316193,0.63,6,47
625619,0.72,6,99
729114,0.95,36,66
579386,0.13,25,18
784732,0.98,48,50
619770,0.97,40,66
365000,0.72,11,96
642721,0.64,6,100
817281,0.45,36,65
615597,0.84,98,16
608198,0.77,25,31
746299,0.11,49,50
576995,0.89,87,19
874917,0.1,94,71
358853,0.53,30,18
788031,0.95,71,99
340210,0.6,7,44
298838,0.02,27,42
725913,0.43,76,71
181985,0.47,97,72
789811,0.48,6,7
539028,0.76,41,94
342896,0.15,4,18
321699,0.83,6,97
984448,0.15,72,77
895209,0.3,4,9
860763,0.9,13,85
437521,0.81,53,26
147112,0.33,39,95
592009,0.09,54,13
686199,0.58,9,89
437219,0.91,48,4
878636,0.46,94,49
525448,0.36,85,42
897495,0.32,5,64
926242,0.3,67,54
482495,0.17,4,41
263314,0.9,21,96
235557,0.7,14,84
653379,0.73,84,16
510785,0.87,23,97
140936,0.99,76,76
